word,lemma,is_loanword,donor_language,donor_family,source_word,semantic_domain,confidence
аншлаг,аншлаг,1,German,Indo-European/Germanic,,,0.88
аншлюс,аншлюс,1,German,Indo-European/Germanic,,,0.88
апеллировать,апеллировать,1,German,Indo-European/Germanic,,,0.88
апробировать,апробировать,1,German,Indo-European/Germanic,,,0.88
аргументировать,аргументировать,1,German,Indo-European/Germanic,,,0.88
артефакт,артефакт,1,German,Indo-European/Germanic,,,0.88
артикул,артикул,1,German,Indo-European/Germanic,,,0.88
артиллерист,артиллерист,1,German,Indo-European/Germanic,,,0.88
арфа,арфа,1,German,Indo-European/Germanic,,,0.88
архитектура,архитектура,1,German,Indo-European/Germanic,,,0.88
асиндетон,асиндетон,1,German,Indo-European/Germanic,,,0.88
аспирин,аспирин,1,German,Indo-European/Germanic,,,0.88
ассоциативный,ассоциативный,1,German,Indo-European/Germanic,,,0.88
ассоциировать,ассоциировать,1,German,Indo-European/Germanic,,,0.88
аусвайс,аусвайс,1,German,Indo-European/Germanic,,,0.88
аутизм,аутизм,1,German,Indo-European/Germanic,,,0.88
ауфидерзейн,ауфидерзейн,1,German,Indo-European/Germanic,,,0.88
аушвиц,аушвиц,1,German,Indo-European/Germanic,,,0.88
аффективный,аффективный,1,German,Indo-European/Germanic,,,0.88
баден-вюртемберг,баден-вюртемберг,1,German,Indo-European/Germanic,,,0.88
базировать,базировать,1,German,Indo-European/Germanic,,,0.88
бакенбарда,бакенбарда,1,German,Indo-European/Germanic,,,0.88
балансировать,балансировать,1,German,Indo-European/Germanic,,,0.88
балтийский,балтийский,1,German,Indo-European/Germanic,,,0.88
бальзам,бальзам,1,German,Indo-European/Germanic,,,0.88
банкир,банкир,1,German,Indo-European/Germanic,,,0.88
банкрот,банкрот,1,German,Indo-European/Germanic,,,0.88
бант,бант,1,German,Indo-European/Germanic,,,0.88
бастард,бастард,1,German,Indo-European/Germanic,,,0.88
баттенберг,баттенберг,1,German,Indo-European/Germanic,,,0.88
баутцен,баутцена,1,German,Indo-European/Germanic,,,0.88
бах,бах,1,German,Indo-European/Germanic,,,0.88
бациллоноситель,бациллоноситель,1,German,Indo-European/Germanic,,,0.88
бегемот,бегемот,1,German,Indo-European/Germanic,,,0.88
бедекер,бедекер,1,German,Indo-European/Germanic,,,0.88
безвкусие,безвкусие,1,German,Indo-European/Germanic,,,0.88
безосновательный,безосновательный,1,German,Indo-European/Germanic,,,0.88
безработица,безработица,1,German,Indo-European/Germanic,,,0.88
безыдейный,безыдейный,1,German,Indo-European/Germanic,,,0.88
беллетрист,беллетрист,1,German,Indo-European/Germanic,,,0.88
белоснежный,белоснежный,1,German,Indo-European/Germanic,,,0.88
белошвейка,белошвейка,1,German,Indo-European/Germanic,,,0.88
бензель,бензель,1,German,Indo-European/Germanic,,,0.88
бензин,бензин,1,German,Indo-European/Germanic,,,0.88
берлин,берлин,1,German,Indo-European/Germanic,,,0.88
берн,берн,1,German,Indo-European/Germanic,,,0.88
бесклассовый,бесклассовый,1,German,Indo-European/Germanic,,,0.88
беспартийный,беспартийный,1,German,Indo-European/Germanic,,,0.88
беспозвоночный,беспозвоночный,1,German,Indo-European/Germanic,,,0.88
беспочвенный,беспочвенный,1,German,Indo-European/Germanic,,,0.88
бесправие,бесправие,1,German,Indo-European/Germanic,,,0.88
бесправный,бесправный,1,German,Indo-European/Germanic,,,0.88
беспринципный,беспринципный,1,German,Indo-European/Germanic,,,0.88
бессистемный,бессистемный,1,German,Indo-European/Germanic,,,0.88
бессодержательный,бессодержательный,1,German,Indo-European/Germanic,,,0.88
бессознательный,бессознательный,1,German,Indo-European/Germanic,,,0.88
бетонировать,бетонировать,1,German,Indo-European/Germanic,,,0.88
бетономешалка,бетономешалка,1,German,Indo-European/Germanic,,,0.88
бетховен,бетховен,1,German,Indo-European/Germanic,,,0.88
бинт,бинт,1,German,Indo-European/Germanic,,,0.88
биржа,биржа,1,German,Indo-European/Germanic,,,0.88
благозвучие,благозвучие,1,German,Indo-European/Germanic,,,0.88
благозвучный,благозвучный,1,German,Indo-European/Germanic,,,0.88
благомыслящий,благомыслящий,1,German,Indo-European/Germanic,,,0.88
близлежащий,близлежащий,1,German,Indo-European/Germanic,,,0.88
блиц,блиц,1,German,Indo-European/Germanic,,,0.88
блицкриг,блицкриг,1,German,Indo-European/Germanic,,,0.88
блокада,блокада,1,German,Indo-European/Germanic,,,0.88
блокфлейта,блокфлейта,1,German,Indo-European/Germanic,,,0.88
боеготовность,боеготовность,1,German,Indo-European/Germanic,,,0.88
боеспособность,боеспособность,1,German,Indo-European/Germanic,,,0.88
боеспособный,боеспособный,1,German,Indo-European/Germanic,,,0.88
болеутоляющий,болеутоляющий,1,German,Indo-European/Germanic,,,0.88
болторезный,болторезный,1,German,Indo-European/Germanic,,,0.88
бомба,бомба,1,German,Indo-European/Germanic,,,0.88
бомбомёт,бомбомёт,1,German,Indo-European/Germanic,,,0.88
бормашина,бормашина,1,German,Indo-European/Germanic,,,0.88
борт,борт,1,German,Indo-European/Germanic,,,0.88
бранденбург,бранденбург,1,German,Indo-European/Germanic,,,0.88
брандер,брандер,1,German,Indo-European/Germanic,,,0.88
бригада,бригада,1,German,Indo-European/Germanic,,,0.88
бригадир,бригадир,1,German,Indo-European/Germanic,,,0.88
брокат,брокат,1,German,Indo-European/Germanic,,,0.88
бронеавтомобиль,бронеавтомобиль,1,German,Indo-European/Germanic,,,0.88
бронебашня,бронебашня,1,German,Indo-European/Germanic,,,0.88
бронебойный,бронебойный,1,German,Indo-European/Germanic,,,0.88
бронепоезд,бронепоезд,1,German,Indo-European/Germanic,,,0.88
бронесилы,бронесила,1,German,Indo-European/Germanic,,,0.88
брудершафт,брудершафт,1,German,Indo-European/Germanic,,,0.88
бруствер,бруствер,1,German,Indo-European/Germanic,,,0.88
бугель,бугель,1,German,Indo-European/Germanic,,,0.88
буксир,буксир,1,German,Indo-European/Germanic,,,0.88
бумагопрядильня,бумагопрядильня,1,German,Indo-European/Germanic,,,0.88
бунт,бунт,1,German,Indo-European/Germanic,,,0.88
бурелом,бурелом,1,German,Indo-European/Germanic,,,0.88
бушлат,бушлат,1,German,Indo-European/Germanic,,,0.88
бюстгальтер,бюстгальтер,1,German,Indo-European/Germanic,,,0.88
вагинальный,вагинальный,1,German,Indo-European/Germanic,,,0.88
вакса,вакса,1,German,Indo-European/Germanic,,,0.88
валах,валах,1,German,Indo-European/Germanic,,,0.88
валторна,валторна,1,German,Indo-European/Germanic,,,0.88
вальдшнеп,вальдшнеп,1,German,Indo-European/Germanic,,,0.88
ванна,ванна,1,German,Indo-European/Germanic,,,0.88
васисдас,васисдас,1,German,Indo-European/Germanic,,,0.88
вата,вата,1,German,Indo-European/Germanic,,,0.88
вафля,вафля,1,German,Indo-European/Germanic,,,0.88
вахмистр,вахмистр,1,German,Indo-European/Germanic,,,0.88
вегетативный,вегетативный,1,German,Indo-European/Germanic,,,0.88
вексель,вексель,1,German,Indo-European/Germanic,,,0.88
вербовать,вербовать,1,German,Indo-European/Germanic,,,0.88
вергельд,вергельд,1,German,Indo-European/Germanic,,,0.88
вермахт,вермахт,1,German,Indo-European/Germanic,,,0.88
вермут,вермут,1,German,Indo-European/Germanic,,,0.88
вероломный,вероломный,1,German,Indo-European/Germanic,,,0.88
верстак,верстак,1,German,Indo-European/Germanic,,,0.88
вертишейка,вертишейка,1,German,Indo-European/Germanic,,,0.88
верхнелужицкий,верхнелужицкий,1,German,Indo-European/Germanic,,,0.88
верхненемецкий,верхненемецкий,1,German,Indo-European/Germanic,,,0.88
ветродвигатель,ветродвигатель,1,German,Indo-European/Germanic,,,0.88
ветросиловой,ветросиловой,1,German,Indo-European/Germanic,,,0.88
ветроуказатель,ветроуказатель,1,German,Indo-European/Germanic,,,0.88
вечнозелёный,вечнозелёный,1,German,Indo-European/Germanic,,,0.88
взаимодействие,взаимодействие,1,German,Indo-European/Germanic,,,0.88
видеотекст,видеотекст,1,German,Indo-European/Germanic,,,0.88
визир,визир,1,German,Indo-European/Germanic,,,0.88
винкель,винкель,1,German,Indo-European/Germanic,,,0.88
винно-красный,винно-красный,1,German,Indo-European/Germanic,,,0.88
винт,винт,1,German,Indo-European/Germanic,,,0.88
винторезный,винторезный,1,German,Indo-European/Germanic,,,0.88
вирус,вирус,1,German,Indo-European/Germanic,,,0.88
включать,включать,1,German,Indo-European/Germanic,,,0.88
включить,включить,1,German,Indo-European/Germanic,,,0.88
вкрапление,вкрапление,1,German,Indo-European/Germanic,,,0.88
вмешательство,вмешательство,1,German,Indo-European/Germanic,,,0.88
внеочередной,внеочередной,1,German,Indo-European/Germanic,,,0.88
внутриатомный,внутриатомный,1,German,Indo-European/Germanic,,,0.88
внутрисекреторный,внутрисекреторный,1,German,Indo-European/Germanic,,,0.88
водоизмещение,водоизмещение,1,German,Indo-European/Germanic,,,0.88
вольнодумец,вольнодумец,1,German,Indo-European/Germanic,,,0.88
вольфрам,вольфрам,1,German,Indo-European/Germanic,,,0.88
волюнтаризм,волюнтаризм,1,German,Indo-European/Germanic,,,0.88
воображение,воображение,1,German,Indo-European/Germanic,,,0.88
вообразить,вообразить,1,German,Indo-European/Germanic,,,0.88
впечатление,впечатление,1,German,Indo-European/Germanic,,,0.88
вратарь,вратарь,1,German,Indo-European/Germanic,,,0.88
вундервафля,вундервафля,1,German,Indo-European/Germanic,,,0.88
вы,вы,1,German,Indo-European/Germanic,,,0.88
выглядеть,выглядеть,1,German,Indo-European/Germanic,,,0.88
гамбург,гамбург,1,German,Indo-European/Germanic,,,0.88
гантель,гантель,1,German,Indo-European/Germanic,,,0.88
гармонизировать,гармонизировать,1,German,Indo-European/Germanic,,,0.88
гарнизон,гарнизон,1,German,Indo-European/Germanic,,,0.88
гарпун,гарпун,1,German,Indo-European/Germanic,,,0.88
гастарбайтер,гастарбайтер,1,German,Indo-European/Germanic,,,0.88
гастроль,гастроль,1,German,Indo-European/Germanic,,,0.88
гаубица,гаубица,1,German,Indo-European/Germanic,,,0.88
гауляйтер,гауляйтер,1,German,Indo-European/Germanic,,,0.88
гауптвахта,гауптвахта,1,German,Indo-European/Germanic,,,0.88
гаштет,гаштета,1,German,Indo-European/Germanic,,,0.88
гейдельберг,гейдельберг,1,German,Indo-European/Germanic,,,0.88
гейзенберг,гейзенберг,1,German,Indo-European/Germanic,,,0.88
гелендваген,гелендваген,1,German,Indo-European/Germanic,,,0.88
гелиотроп,гелиотроп,1,German,Indo-European/Germanic,,,0.88
гель,гель,1,German,Indo-European/Germanic,,,0.88
генерал-бас,генерал-бас,1,German,Indo-European/Germanic,,,0.88
генерал-лейтенант,генерал-лейтенант,1,German,Indo-European/Germanic,,,0.88
генералитет,генералитет,1,German,Indo-European/Germanic,,,0.88
генерировать,генерировать,1,German,Indo-European/Germanic,,,0.88
гений,гений,1,German,Indo-European/Germanic,,,0.88
генрих,генрих,1,German,Indo-European/Germanic,,,0.88
георгин,георгин,1,German,Indo-European/Germanic,,,0.88
герр,герр,1,German,Indo-European/Germanic,,,0.88
герц,герц,1,German,Indo-European/Germanic,,,0.88
герцевый,герцевыя,1,German,Indo-European/Germanic,,,0.88
герцен,герцен,1,German,Indo-European/Germanic,,,0.88
герцовый,герцовыя,1,German,Indo-European/Germanic,,,0.88
герцог,герцог,1,German,Indo-European/Germanic,,,0.88
герцогиня,герцогиня,1,German,Indo-European/Germanic,,,0.88
гестапо,гестапо,1,German,Indo-European/Germanic,,,0.88
гетерогенный,гетерогенный,1,German,Indo-European/Germanic,,,0.88
гильдия,гильдия,1,German,Indo-European/Germanic,,,0.88
гильза,гильза,1,German,Indo-European/Germanic,,,0.88
гипертония,гипертония,1,German,Indo-European/Germanic,,,0.88
гипнотизёр,гипнотизёр,1,German,Indo-European/Germanic,,,0.88
гитлер,гитлер,1,German,Indo-European/Germanic,,,0.88
глазурь,глазурь,1,German,Indo-European/Germanic,,,0.88
глицерин,глицерин,1,German,Indo-European/Germanic,,,0.88
глянец,глянец,1,German,Indo-European/Germanic,,,0.88
гогенцоллерн,гогенцоллерна,1,German,Indo-European/Germanic,,,0.88
голдшмидт,голдшмидт,1,German,Indo-European/Germanic,,,0.88
гольдштейн,гольдштейн,1,German,Indo-European/Germanic,,,0.88
гонорар,гонорар,1,German,Indo-European/Germanic,,,0.88
горн,горн,1,German,Indo-European/Germanic,,,0.88
госпитализировать,госпитализировать,1,German,Indo-European/Germanic,,,0.88
готика,готика,1,German,Indo-European/Germanic,,,0.88
грабарь,грабарь,1,German,Indo-European/Germanic,,,0.88
грабен,грабен,1,German,Indo-European/Germanic,,,0.88
гравировать,гравировать,1,German,Indo-European/Germanic,,,0.88
градирня,градирня,1,German,Indo-European/Germanic,,,0.88
гранат,гранат,1,German,Indo-European/Germanic,,,0.88
грандиозный,грандиозный,1,German,Indo-European/Germanic,,,0.88
гримаса,гримаса,1,German,Indo-European/Germanic,,,0.88
гриппозный,гриппозный,1,German,Indo-European/Germanic,,,0.88
гриф,гриф,1,German,Indo-European/Germanic,,,0.88
грифель,грифель,1,German,Indo-European/Germanic,,,0.88
гроссбух,гроссбух,1,German,Indo-European/Germanic,,,0.88
грош,грош,1,German,Indo-European/Germanic,,,0.88
грубиян,грубиян,1,German,Indo-European/Germanic,,,0.88
грунт,грунт,1,German,Indo-European/Germanic,,,0.88
группа,группа,1,German,Indo-European/Germanic,,,0.88
гуморальный,гуморальный,1,German,Indo-European/Germanic,,,0.88
гунн,гунн,1,German,Indo-European/Germanic,,,0.88
гурт,гурт,1,German,Indo-European/Germanic,,,0.88
данциг,данциг,1,German,Indo-European/Germanic,,,0.88
дебютировать,дебютировать,1,German,Indo-European/Germanic,,,0.88
девальвация,девальвация,1,German,Indo-European/Germanic,,,0.88
дегенерировать,дегенерировать,1,German,Indo-European/Germanic,,,0.88
дегустировать,дегустировать,1,German,Indo-European/Germanic,,,0.88
дезавуировать,дезавуировать,1,German,Indo-European/Germanic,,,0.88
дезертир,дезертир,1,German,Indo-European/Germanic,,,0.88
дезертировать,дезертировать,1,German,Indo-European/Germanic,,,0.88
дезинфицировать,дезинфицировать,1,German,Indo-European/Germanic,,,0.88
декан,декан,1,German,Indo-European/Germanic,,,0.88
деканат,деканат,1,German,Indo-European/Germanic,,,0.88
декель,декель,1,German,Indo-European/Germanic,,,0.88
декорировать,декорировать,1,German,Indo-European/Germanic,,,0.88
дексель,дексель,1,German,Indo-European/Germanic,,,0.88
деликатный,деликатный,1,German,Indo-European/Germanic,,,0.88
дельфин,дельфин,1,German,Indo-European/Germanic,,,0.88
демонизировать,демонизировать,1,German,Indo-European/Germanic,,,0.88
демонстрировать,демонстрировать,1,German,Indo-European/Germanic,,,0.88
депеша,депеша,1,German,Indo-European/Germanic,,,0.88
депрессивный,депрессивный,1,German,Indo-European/Germanic,,,0.88
деструктивный,деструктивный,1,German,Indo-European/Germanic,,,0.88
детализировать,детализировать,1,German,Indo-European/Germanic,,,0.88
дефис,дефис,1,German,Indo-European/Germanic,,,0.88
дешифрировать,дешифрировать,1,German,Indo-European/Germanic,,,0.88
дешифровать,дешифровать,1,German,Indo-European/Germanic,,,0.88
диалектика,диалектика,1,German,Indo-European/Germanic,,,0.88
диверсификация,диверсификация,1,German,Indo-European/Germanic,,,0.88
дивизион,дивизион,1,German,Indo-European/Germanic,,,0.88
дизель,дизель,1,German,Indo-European/Germanic,,,0.88
дизентерия,дизентерия,1,German,Indo-European/Germanic,,,0.88
дилетант,дилетант,1,German,Indo-European/Germanic,,,0.88
династия,династия,1,German,Indo-European/Germanic,,,0.88
директор,директор,1,German,Indo-European/Germanic,,,0.88
дисгармония,дисгармония,1,German,Indo-European/Germanic,,,0.88
дисквалификация,дисквалификация,1,German,Indo-European/Germanic,,,0.88
дисквалифицировать,дисквалифицировать,1,German,Indo-European/Germanic,,,0.88
аам,аам,1,Greek/Latin,Indo-European/Classical,,,0.88
абака,абака,1,Greek/Latin,Indo-European/Classical,,,0.88
абакумыч,абакумович,1,Greek/Latin,Indo-European/Classical,,,0.88
абатон,абатон,1,Greek/Latin,Indo-European/Classical,,,0.88
аббат,аббат,1,Greek/Latin,Indo-European/Classical,,,0.88
абдерит,абдерита,1,Greek/Latin,Indo-European/Classical,,,0.88
абидос,абидос,1,Greek/Latin,Indo-European/Classical,,,0.88
абрикос,абрикос,1,Greek/Latin,Indo-European/Classical,,,0.88
абсида,абсида,1,Greek/Latin,Indo-European/Classical,,,0.88
абулия,абулия,1,Greek/Latin,Indo-European/Classical,,,0.88
авдотья,авдотья,1,Greek/Latin,Indo-European/Classical,,,0.88
авель,авель,1,Greek/Latin,Indo-European/Classical,,,0.88
авлида,авлида,1,Greek/Latin,Indo-European/Classical,,,0.88
автаркия,автаркия,1,Greek/Latin,Indo-European/Classical,,,0.88
авто-,авто-,1,Greek/Latin,Indo-European/Classical,,,0.88
автобиография,автобиография,1,Greek/Latin,Indo-European/Classical,,,0.88
автограф,автограф,1,Greek/Latin,Indo-European/Classical,,,0.88
автономия,автономия,1,Greek/Latin,Indo-European/Classical,,,0.88
агамемнон,агамемнон,1,Greek/Latin,Indo-European/Classical,,,0.88
агата,агата,1,Greek/Latin,Indo-European/Classical,,,0.88
аглая,аглая,1,Greek/Latin,Indo-European/Classical,,,0.88
агония,агония,1,Greek/Latin,Indo-European/Classical,,,0.88
ад,ад,1,Greek/Latin,Indo-European/Classical,,,0.88
адонис,адонис,1,Greek/Latin,Indo-European/Classical,,,0.88
азбука,азбука,1,Greek/Latin,Indo-European/Classical,,,0.88
акафист,акафист,1,Greek/Latin,Indo-European/Classical,,,0.88
акет,акета,1,Greek/Latin,Indo-European/Classical,,,0.88
акмеизм,акмеизм,1,Greek/Latin,Indo-European/Classical,,,0.88
акойт,акойт,1,Greek/Latin,Indo-European/Classical,,,0.88
акрида,акрид,1,Greek/Latin,Indo-European/Classical,,,0.88
акробат,акробат,1,Greek/Latin,Indo-European/Classical,,,0.88
акростих,акростих,1,Greek/Latin,Indo-European/Classical,,,0.88
аксамит,аксамит,1,Greek/Latin,Indo-European/Classical,,,0.88
аксинья,аксинья,1,Greek/Latin,Indo-European/Classical,,,0.88
аксон,аксон,1,Greek/Latin,Indo-European/Classical,,,0.88
александр,александр,1,Greek/Latin,Indo-European/Classical,,,0.88
алексей,алексей,1,Greek/Latin,Indo-European/Classical,,,0.88
алла,алла,1,Greek/Latin,Indo-European/Classical,,,0.88
аллегория,аллегория,1,Greek/Latin,Indo-European/Classical,,,0.88
аллилуйя,аллилуйя,1,Greek/Latin,Indo-European/Classical,,,0.88
алоэ,алоэ,1,Greek/Latin,Indo-European/Classical,,,0.88
амазонка,амазонка,1,Greek/Latin,Indo-European/Classical,,,0.88
амблиопия,амблиопия,1,Greek/Latin,Indo-European/Classical,,,0.88
амвон,амвон,1,Greek/Latin,Indo-European/Classical,,,0.88
аметист,аметист,1,Greek/Latin,Indo-European/Classical,,,0.88
амнезия,амнезия,1,Greek/Latin,Indo-European/Classical,,,0.88
амфитрион,амфитрион,1,Greek/Latin,Indo-European/Classical,,,0.88
анабасис,анабасис,1,Greek/Latin,Indo-European/Classical,,,0.88
аналог,аналог,1,Greek/Latin,Indo-European/Classical,,,0.88
аналогия,аналогия,1,Greek/Latin,Indo-European/Classical,,,0.88
анапест,анапест,1,Greek/Latin,Indo-European/Classical,,,0.88
анархия,анархия,1,Greek/Latin,Indo-European/Classical,,,0.88
анастасия,анастасия,1,Greek/Latin,Indo-European/Classical,,,0.88
анатолий,анатолий,1,Greek/Latin,Indo-European/Classical,,,0.88
анатомия,анатомия,1,Greek/Latin,Indo-European/Classical,,,0.88
анафема,анафема,1,Greek/Latin,Indo-European/Classical,,,0.88
ангел,ангел,1,Greek/Latin,Indo-European/Classical,,,0.88
ангелина,ангелина,1,Greek/Latin,Indo-European/Classical,,,0.88
андрей,андрей,1,Greek/Latin,Indo-European/Classical,,,0.88
анис,анис,1,Greek/Latin,Indo-European/Classical,,,0.88
аномалия,аномалия,1,Greek/Latin,Indo-European/Classical,,,0.88
анталья,анталья,1,Greek/Latin,Indo-European/Classical,,,0.88
анти-,анти-,1,Greek/Latin,Indo-European/Classical,,,0.88
антидот,антидот,1,Greek/Latin,Indo-European/Classical,,,0.88
антиметабола,антиметабола,1,Greek/Latin,Indo-European/Classical,,,0.88
антиохия,антиохия,1,Greek/Latin,Indo-European/Classical,,,0.88
антипатия,антипатия,1,Greek/Latin,Indo-European/Classical,,,0.88
антихрист,антихрист,1,Greek/Latin,Indo-European/Classical,,,0.88
анубис,анубис,1,Greek/Latin,Indo-European/Classical,,,0.88
анфиса,анфиса,1,Greek/Latin,Indo-European/Classical,,,0.88
анчоус,анчоус,1,Greek/Latin,Indo-European/Classical,,,0.88
аорист,аорист,1,Greek/Latin,Indo-European/Classical,,,0.88
аорта,аорта,1,Greek/Latin,Indo-European/Classical,,,0.88
апатия,апатия,1,Greek/Latin,Indo-European/Classical,,,0.88
апокалипсис,апокалипсис,1,Greek/Latin,Indo-European/Classical,,,0.88
апокриф,апокриф,1,Greek/Latin,Indo-European/Classical,,,0.88
апология,апология,1,Greek/Latin,Indo-European/Classical,,,0.88
апостол,апостол,1,Greek/Latin,Indo-European/Classical,,,0.88
апофеоз,апофеоз,1,Greek/Latin,Indo-European/Classical,,,0.88
апофиз,апофиз,1,Greek/Latin,Indo-European/Classical,,,0.88
апрель,апрель,1,Greek/Latin,Indo-European/Classical,,,0.88
апсида,апсида,1,Greek/Latin,Indo-European/Classical,,,0.88
аравия,аравия,1,Greek/Latin,Indo-European/Classical,,,0.88
арахис,арахис,1,Greek/Latin,Indo-European/Classical,,,0.88
аргон,аргон,1,Greek/Latin,Indo-European/Classical,,,0.88
аред,аред,1,Greek/Latin,Indo-European/Classical,,,0.88
аристократия,аристократия,1,Greek/Latin,Indo-European/Classical,,,0.88
аристотель,аристотель,1,Greek/Latin,Indo-European/Classical,,,0.88
аритмия,аритмия,1,Greek/Latin,Indo-European/Classical,,,0.88
аркадий,аркадий,1,Greek/Latin,Indo-European/Classical,,,0.88
армения,армения,1,Greek/Latin,Indo-European/Classical,,,0.88
армянин,армянин,1,Greek/Latin,Indo-European/Classical,,,0.88
аромат,аромат,1,Greek/Latin,Indo-European/Classical,,,0.88
ароматерапия,ароматерапия,1,Greek/Latin,Indo-European/Classical,,,0.88
артём,артём,1,Greek/Latin,Indo-European/Classical,,,0.88
архангел,архангел,1,Greek/Latin,Indo-European/Classical,,,0.88
архи-,архи-,1,Greek/Latin,Indo-European/Classical,,,0.88
архидьякон,архидьякон,1,Greek/Latin,Indo-European/Classical,,,0.88
архиепископ,архиепископ,1,Greek/Latin,Indo-European/Classical,,,0.88
архиерей,архиерей,1,Greek/Latin,Indo-European/Classical,,,0.88
архимед,архимед,1,Greek/Latin,Indo-European/Classical,,,0.88
архипелаг,архипелаг,1,Greek/Latin,Indo-European/Classical,,,0.88
архисинагог,архисинагога,1,Greek/Latin,Indo-European/Classical,,,0.88
архистратиг,архистратиг,1,Greek/Latin,Indo-European/Classical,,,0.88
архитрав,архитрав,1,Greek/Latin,Indo-European/Classical,,,0.88
архонт,архонт,1,Greek/Latin,Indo-European/Classical,,,0.88
арцибискуп,арцибискуп,1,Greek/Latin,Indo-European/Classical,,,0.88
асимметрия,асимметрия,1,Greek/Latin,Indo-European/Classical,,,0.88
аскет,аскет,1,Greek/Latin,Indo-European/Classical,,,0.88
аспид,аспид,1,Greek/Latin,Indo-European/Classical,,,0.88
астериск,астериск,1,Greek/Latin,Indo-European/Classical,,,0.88
атеист,атеист,1,Greek/Latin,Indo-European/Classical,,,0.88
атлантида,атлантида,1,Greek/Latin,Indo-European/Classical,,,0.88
атлас,атлас,1,Greek/Latin,Indo-European/Classical,,,0.88
атония,атония,1,Greek/Latin,Indo-European/Classical,,,0.88
атрофия,атрофия,1,Greek/Latin,Indo-European/Classical,,,0.88
атталия,атталия,1,Greek/Latin,Indo-European/Classical,,,0.88
аттик,аттик,1,Greek/Latin,Indo-European/Classical,,,0.88
афалина,афалина,1,Greek/Latin,Indo-European/Classical,,,0.88
афанасий,афанасий,1,Greek/Latin,Indo-European/Classical,,,0.88
афины,афины,1,Greek/Latin,Indo-European/Classical,,,0.88
афродита,афродита,1,Greek/Latin,Indo-European/Classical,,,0.88
ахерон,ахерон,1,Greek/Latin,Indo-European/Classical,,,0.88
базальт,базальт,1,Greek/Latin,Indo-European/Classical,,,0.88
базилика,базилика,1,Greek/Latin,Indo-European/Classical,,,0.88
баня,баня,1,Greek/Latin,Indo-European/Classical,,,0.88
барка,барка,1,Greek/Latin,Indo-European/Classical,,,0.88
баснословный,баснословный,1,Greek/Latin,Indo-European/Classical,,,0.88
батиметрия,батиметрия,1,Greek/Latin,Indo-European/Classical,,,0.88
батискаф,батискаф,1,Greek/Latin,Indo-European/Classical,,,0.88
безбожный,безбожный,1,Greek/Latin,Indo-European/Classical,,,0.88
безволие,безволие,1,Greek/Latin,Indo-European/Classical,,,0.88
беззубка,беззубка,1,Greek/Latin,Indo-European/Classical,,,0.88
безумие,безумие,1,Greek/Latin,Indo-European/Classical,,,0.88
белемнит,белемнит,1,Greek/Latin,Indo-European/Classical,,,0.88
белокровие,белокровие,1,Greek/Latin,Indo-European/Classical,,,0.88
бербер,бербер,1,Greek/Latin,Indo-European/Classical,,,0.88
берилл,берилл,1,Greek/Latin,Indo-European/Classical,,,0.88
-бес,-бес,1,Greek/Latin,Indo-European/Classical,,,0.88
-бесие,-бесие,1,Greek/Latin,Indo-European/Classical,,,0.88
бессоюзие,бессоюзие,1,Greek/Latin,Indo-European/Classical,,,0.88
бессребреник,бессребреник,1,Greek/Latin,Indo-European/Classical,,,0.88
бискуп,бискуп,1,Greek/Latin,Indo-European/Classical,,,0.88
благо-,благо-,1,Greek/Latin,Indo-European/Classical,,,0.88
благодушие,благодушие,1,Greek/Latin,Indo-European/Classical,,,0.88
благословить,благословить,1,Greek/Latin,Indo-European/Classical,,,0.88
благоухание,благоухание,1,Greek/Latin,Indo-European/Classical,,,0.88
благоухать,благоухать,1,Greek/Latin,Indo-European/Classical,,,0.88
благочестивый,благочестивый,1,Greek/Latin,Indo-European/Classical,,,0.88
благочестие,благочестие,1,Greek/Latin,Indo-European/Classical,,,0.88
богоносец,богоносец,1,Greek/Latin,Indo-European/Classical,,,0.88
богословие,богословие,1,Greek/Latin,Indo-European/Classical,,,0.88
боготворить,боготворить,1,Greek/Latin,Indo-European/Classical,,,0.88
божество,божество,1,Greek/Latin,Indo-European/Classical,,,0.88
бронх,бронх,1,Greek/Latin,Indo-European/Classical,,,0.88
бустрофедон,бустрофедон,1,Greek/Latin,Indo-European/Classical,,,0.88
бустрофедонически,бустрофедонически,1,Greek/Latin,Indo-European/Classical,,,0.88
бустрофедонический,бустрофедонический,1,Greek/Latin,Indo-European/Classical,,,0.88
вакх,вакх,1,Greek/Latin,Indo-European/Classical,,,0.88
варвар,варвар,1,Greek/Latin,Indo-European/Classical,,,0.88
василий,василий,1,Greek/Latin,Indo-European/Classical,,,0.88
василиса,василиса,1,Greek/Latin,Indo-European/Classical,,,0.88
ввергнуть,ввергнуть,1,Greek/Latin,Indo-European/Classical,,,0.88
великомученик,великомученик,1,Greek/Latin,Indo-European/Classical,,,0.88
великороссия,великороссия,1,Greek/Latin,Indo-European/Classical,,,0.88
велодром,велодром,1,Greek/Latin,Indo-European/Classical,,,0.88
вера,вера,1,Greek/Latin,Indo-European/Classical,,,0.88
верблюд,верблюд,1,Greek/Latin,Indo-European/Classical,,,0.88
вероника,вероника,1,Greek/Latin,Indo-European/Classical,,,0.88
византий,византий,1,Greek/Latin,Indo-European/Classical,,,0.88
вифлеем,вифлеем,1,Greek/Latin,Indo-European/Classical,,,0.88
водород,водород,1,Greek/Latin,Indo-European/Classical,,,0.88
